BG Word;RU Word;BG Count;RU Count
архитектура;архитектура;1100000;3130000
архитектура;зодчество;1100000;1320000
архитектурен;архитектурный;86900;2630000
аршин;аршин;11300;461000
ас;ас;228000;3230000
асамблея;ассамблея;108000;2450000
асансьор;лифт;265000;3370000
асептика;асептика;1510;70900
асептичен;асептический;185;60500
асигнация;ассигнация;124;76700
асиметричен;асимметричный;663;311000
асиметрия;асимметрия;919;586000
