BG Word;RU word;BG Google Count;RU Google Count
единствен;единственный;304000;2490000
еднакъв;одинаковый;89900;1320000
едно;одно;1440000;8530000
едновременно;одновременно;684000;2660000
еднократен;одноразовый;45800;573000
еднообразен;однообразный;807;262000
едностранен;односторонний;16000;942000
едър;крупный;89000;2090000
ежегоден;ежегодный;28500;1580000
ежедневно;ежедневно;277000;1810000
ежемесечно;ежемесячно;61200;1310000
ежеседмично;еженедельно;15400;1580000
езеро;озеро;189000;2130000
език;речь;1630000;3930000
език;язык;1630000;6400000
еквивалент;эквивалент;67100;1380000
еквивалентен;эквивалентный;24800;301000
екземпляр;экземпляр;97400;1740000
екзотика;экзотика;42300;1380000
екзотичен;экзотичный;19000;32000
екип;экипаж;1480000;1380000
екипаж;экипаж;58400;1380000
екипировка;экипировка;540000;1230000
екран;экран;535000;2870000
екскурзиант;экскурсант;444;77700
екскурзия;экскурсия;333000;2250000
екскурзовод;экскурсовод;78600;687000
експеримент;эксперимент;116000;2040000
експлозия;взрыв;237000;3220000
експорт;экспорт;89500;6220000
експортирам;экспортировать;460;1100000
експрес;экспресс;266000;2050000
ела;елка;351000;1400000
ела;ель;351000;1520000
елда;гречиха;844;231000
елегантен;элегантный;87100;1030000
електрически;электрический;294000;1430000
електричество;электричество;112000;1320000
електронен;электронный;806000;2310000
елемент;элемент;369000;2930000
елементарен;элементарный;46200;1050000
елмаз;алмаз;14500;1410000
емблема;эмблема;57400;1350000
емоция;эмоция;52100;1470000
енергичен;энергичный;28400;1080000
епоха;эпоха;208000;2220000
есен;осень;253000;2520000
есенен;осенний;38100;1410000
естествен;естественный;240000;1630000
естествен;натуральный;240000;1370000
естествено;конечно;992000;2590000
еталон;эталон;26400;1280000
етикет;ярлык;228000;1400000
ето;вот;1310000;2710000
ефтино;недорого;883;1610000
жалба;жалоба;201000;1790000
жалко;жалко;270000;1660000
жалко;жаль;270000;1810000
жално;жалко;24700;1660000
жалузи;жалюзи;3320;1780000
жалък;жалкий;26700;925000
жаля;жалеть;46300;1110000
жар;азарт;117000;1270000
жаргон;жаргон;41400;870000
жарък;жаркий;1440;1480000
жега;жара;65600;1560000
желание;желание;1270000;2870000
желателно;желательно;116000;2000000
желая;желать;417000;1570000
желая;хотеть;417000;1030000
железен;железной;44000;1390000
железобетон;железобетон;1770;563000
железопътен;железнодорожный;81300;1400000
желязо;железо;165000;2660000
жена;жена;1470000;2160000
жена;женщина;1470000;2190000
женен;женатый;115000;769000
женски;женский;988000;2160000
жив;живой;428000;2320000
живея;жить;444000;2270000
живот;жизнь;1220000;7670000
животно;животное;255000;1580000
жилищен;жилой;200000;1780000
жител;житель;66200;2650000
жителство;жительство;814;1780000
жито;пшеница;57900;1450000
жито;хлеб;57900;1670000
жица;провод;23200;1640000
жлеза;железа;72200;1730000
журналист;журналист;275000;3140000
жълт;желтый;405000;1690000
за;в;3330000;15200000
за;для;3330000;14000000
за;за;3330000;13200000
за;из-за;3330000;5500000
за;к;3330000;12800000
за;на;3330000;16200000
за;о;3330000;14700000
за;про;3330000;5050000
за;ради;3330000;1730000
забавляване;развлечение;1450;1610000
забавя;замедлить;83000;398000
забавям;замедлить;3590;398000
забележа;заметить;16100;1620000
